code,name,market
06161U,華晶科國票54售04,上市
061620,長華元富59購01,上市
061621,遠東新元大59購01,上市
061622,長興元大5A購01,上市
061623,楠梓電元大5C購02,上市
061624,台積電元大59購37,上市
061625,台積電元大59購38,上市
061626,台積電元大59購39,上市
061627,順德元大59購03,上市
061628,漢唐元大59購08,上市
061629,漢唐元大59購09,上市
06162U,世芯國票54售06,上市
061630,漢唐元大59購10,上市
061631,華新科元大59購07,上市
061632,新興元大5A購01,上市
061633,奇鋐元大59購33,上市
061634,亞光元大59購04,上市
061635,禾伸堂元大59購02,上市
061636,文曄元大59購03,上市
061637,京鼎元大59購03,上市
061638,嘉澤元大59購12,上市
061639,嘉澤元大5A購03,上市
06163U,光寶科群益54售03,上市
061640,嘉澤元大5B購02,上市
061641,牧德元大59購13,上市
061642,辛耘元大59購08,上市
061643,大聯大元大59購04,上市
061644,上緯控元大59購03,上市
061645,智伸科元大59購01,上市
061646,大銀元大59購02,上市
061647,康普元大5C購01,上市
061648,新唐元大59購08,上市
061649,新唐元大5B購01,上市
061650,力成元大59購09,上市
061651,GIS元大59購04,上市
061652,緯穎元大59購19,上市
061653,龍德船元大5B購01,上市
061654,龍德船元大63購01,上市
061655,采鈺元大59購11,上市
061656,昇陽半元大59購03,上市
061657,台虹元大59購14,上市
061658,南茂元大59購11,上市
061659,勤誠元大59購13,上市
06165U,旺宏群益54售01,上市
061660,臺股指元大59購34,上市
061661,臺股指元大59購35,上市
061662,臺股指元大5B購13,上市
061663,台灣50凱基5C購05,上市
061664,台灣50凱基5C購06,上市
061665,T50反1凱基63購03,上市
061666,上証2X凱基59購05,上市
061667,滬深2X凱基5B購04,上市
061668,元日2X凱基5A購01,上市
061669,中502X凱基59購01,上市
061670,川湖凱基5B購04,上市
061671,華泰凱基59購06,上市
061672,智邦凱基59購09,上市
061673,敬鵬凱基5C購01,上市
061674,台積電群益5B購01,上市
061675,漢唐凱基59購06,上市
061676,京元電凱基59購07,上市
061677,盟立凱基59購03,上市
061678,奇鋐凱基5A購06,上市
061679,禾伸堂凱基59購01,上市
06167U,日月光群益54售02,上市
061680,智原凱基5B購01,上市
061681,辛耘凱基59購04,上市
061682,定穎控凱基5B購05,上市
061683,力成凱基5A購05,上市
061684,啟碁凱基59購10,上市
061685,緯穎凱基5A購01,上市
061686,AES凱基59購06,上市
061687,昇陽半凱基59購06,上市
061688,至上凱基5B購02,上市
061689,元黃金群益59購03,上市
06168U,瀚宇博群益54售03,上市
061690,元金2X群益5B購04,上市
061691,道瓊銀群益5B購06,上市
061692,台塑群益59購05,上市
061693,華新群益59購03,上市
061694,國巨群益59購08,上市
061695,智邦群益59購12,上市
061696,強茂群益61購02,上市
061697,大立光群益59購05,上市
061698,奇鋐群益59購18,上市
061699,禾伸堂群益59購01,上市
061700,德律群益59購06,上市
061701,德律群益59購07,上市
061702,蔚華科群益59購01,上市
061703,緯創群益59購05,上市
061704,新日興群益59購04,上市
061705,京鼎群益59購02,上市
061706,辛耘群益5B購02,上市
061707,辛耘群益61購01,上市
061708,世芯群益59購12,上市
061709,貿聯群益59購11,上市
061710,大聯大群益5A購02,上市
061711,亞翔群益59購01,上市
061712,帆宣群益59購02,上市
061713,聯茂群益59購05,上市
061714,力成群益5B購01,上市
061715,矽格群益59購01,上市
061716,啟碁群益59購11,上市
061717,昇陽半群益5A購01,上市
061718,勤誠群益5A購01,上市
061719,新纖國票5A購01,上市
061720,大成鋼國票5A購02,上市
061721,為升國票5A購01,上市
061722,國巨國票59購04,上市
061723,台積電國票5A購06,上市
061724,台積電國票5A購07,上市
061725,智邦國票63購02,上市
061726,微星國票5A購02,上市
061727,晟銘電國票59購02,上市
061728,晟銘電國票5A購01,上市
061729,禾伸堂國票5C購01,上市
061730,融程電國票5A購01,上市
061731,嘉澤國票5C購01,上市
061732,世芯國票59購05,上市
061733,世芯國票5A購01,上市
061734,大聯大國票5A購03,上市
061736,智伸科國票5A購01,上市
061737,雙鍵國票59購01,上市
061738,崇越國票59購01,上市
061739,帆宣國票5A購01,上市
06173U,台達電統一56售06,上市
061740,昇陽半國票61購01,上市
061741,至上國票5A購04,上市
061742,勤誠國票59購03,上市
061743,富鼎國票5A購01,上市
061744,智邦台新59購02,上市
061745,奇鋐台新59購03,上市
061746,台化永豐5C購01,上市
061747,為升永豐5B購01,上市
061748,華通永豐59購01,上市
061749,奇鋐永豐5B購07,上市
06174U,鴻海統一58售04,上市
061750,奇鋐永豐62購02,上市
061751,禾伸堂永豐5B購01,上市
061752,貿聯永豐5C購02,上市
061753,大銀永豐5A購01,上市
061754,大銀永豐5C購02,上市
061755,矽力永豐5C購01,上市
061756,勤誠兆豐5B購02,上市
061757,元石油富邦5B購01,上市
061758,士電富邦59購02,上市
061759,東元富邦5A購02,上市
06175U,台積電統一58售04,上市
061760,華通富邦63購04,上市
061761,華泰富邦5C購02,上市
061762,台積電富邦5B購01,上市
061763,佳能富邦5C購01,上市
061764,京鼎富邦59購01,上市
061765,新唐富邦59購01,上市
061766,矽格富邦62購01,上市
061767,迅得富邦5B購01,上市
061768,GIS富邦62購01,上市
061769,昇陽半富邦63購01,上市
06176U,南電統一56售04,上市
061770,臺股指富邦59購09,上市
061771,臺股指富邦5B購08,上市
061772,臺股指富邦5C購17,上市
061773,臺股指富邦63購07,上市
061774,元金2X國票59購04,上市
061775,為升國票62購01,上市
061776,台達電國票59購03,上市
061777,台達電國票5A購06,上市
061778,華通國票5A購06,上市
061779,台積電國票5A購08,上市
06177P,台積電凱基5C售02,上市
06177U,台灣50富邦64售01,上市
061780,奇鋐國票5A購04,上市
061781,大銀國票5A購01,上市
061782,和碩國票5A購01,上市
061783,矽力國票5B購01,上市
061784,ITH國票5A購01,上市
061785,矽創國票5A購01,上市
061786,臺股指國票59購12,上市
061787,元石油國泰5B購01,上市
061788,為升國泰5A購01,上市
061789,為升國泰5A購02,上市
06178U,T50正2富邦61售02,上市
061790,華通國泰5A購05,上市
061791,奇鋐國泰5A購04,上市
061792,京鼎國泰5A購01,上市
061793,大銀國泰5A購01,上市
061794,帆宣國泰5B購01,上市
061795,啟碁國泰62購01,上市
061796,T50反1中信63購06,上市
061797,為升中信59購01,上市
061798,奇鋐中信59購07,上市
061799,禾伸堂中信59購01,上市
06179U,臺股指富邦64售01,上市
061800,昇陽半中信59購01,上市
061801,FANG+凱基59購01,上市
061802,台聚凱基5B購01,上市
061803,大成鋼凱基59購02,上市
061804,為升凱基59購02,上市
061805,為升凱基59購03,上市
061806,華通凱基59購04,上市
061807,華通凱基59購05,上市
061808,華通凱基62購01,上市
061809,國巨凱基59購11,上市
061810,華泰凱基59購07,上市
061811,台積電凱基66購01,上市
061812,敬鵬凱基59購03,上市
061813,微星凱基59購03,上市
061814,新興凱基59購05,上市
061815,永豐金凱基59購01,上市
061816,奇鋐凱基62購01,上市
061817,亞光凱基59購05,上市
061818,禾伸堂凱基5B購01,上市
061819,德律凱基59購08,上市
061820,玉晶光凱基59購01,上市
061821,嘉澤凱基5B購01,上市
061822,牧德凱基59購04,上市
061823,世芯凱基59購10,上市
061824,大銀凱基59購01,上市
061825,亞翔凱基59購07,上市
061826,帆宣凱基59購01,上市
061827,GIS凱基5C購01,上市
061828,緯穎凱基5A購02,上市
061829,惠特凱基59購03,上市
06182U,台達電永豐55售02,上市
061830,南茂凱基5C購01,上市
061831,勤誠凱基59購05,上市
061832,泰金寶凱基59購01,上市
061833,臺股指凱基5B購11,上市
061834,上証2X群益59購01,上市
061835,中502X群益65購01,上市
061836,台聚群益59購02,上市
061837,美時群益59購04,上市
061838,川湖群益59購08,上市
061839,台達電群益59購03,上市
061840,台達電群益59購04,上市
061841,台達電群益59購05,上市
061842,台達電群益59購06,上市
061843,台達電群益59購07,上市
061844,台達電群益5A購03,上市
061845,華通群益59購02,上市
061846,華通群益63購05,上市
061847,智邦群益59購13,上市
061848,敬鵬群益59購02,上市
061849,漢唐群益5C購01,上市
061850,京元電群益5A購01,上市
061851,奇鋐群益59購19,上市
061852,奇鋐群益59購20,上市
061853,智原群益5B購01,上市
061854,嘉澤群益59購10,上市
061855,牧德群益59購07,上市
061856,康舒群益59購03,上市
061857,緯穎群益59購12,上市
061858,惠特群益5B購01,上市
061859,AES群益59購02,上市
06185U,蔚華科國票55售02,上市
061860,昇陽半群益59購03,上市
061861,華通元富59購16,上市
061862,華通元富63購01,上市
061863,華通元富63購02,上市
061864,華通元富63購03,上市
061865,智邦元富59購04,上市
061866,智邦元富63購01,上市
061867,瑞昱元富59購01,上市
061868,瑞昱元富59購02,上市
061869,瑞昱元富59購03,上市
061870,毅嘉元富59購01,上市
061871,元債2X元大55購01,上市
061873,美債2X元大55購01,上市
061874,建準元富59購02,上市
061875,奇鋐元富59購10,上市
061876,奇鋐元富63購01,上市
061877,奇鋐元富63購02,上市
061878,禾伸堂元富59購01,上市
061879,禾伸堂元富59購02,上市
061880,昇貿元富59購01,上市
061881,新日興元富5B購01,上市
061882,智伸科元富59購01,上市
061883,鈞興元富59購01,上市
061884,康普元富5C購01,上市
061885,康普元富5C購02,上市
061886,崇越元富59購01,上市
061887,佳必琪元富5C購01,上市
061888,矽格元富59購03,上市
061889,樺漢元富59購02,上市
061890,矽力元富59購02,上市
061891,保瑞元富59購01,上市
061892,保瑞元富63購01,上市
061893,帝寶元富5A購01,上市
061894,來億元富5A購01,上市
061895,瀚荃元富5B購01,上市
061896,鼎炫元富5A購01,上市
061897,元債2X元大5C購01,上市
061898,元債2X元大62購01,上市
061899,元債2X元大63購01,上市
06189U,日月光凱基55售01,上市
061900,美債2X元大5A購01,上市
061901,美債2X元大62購01,上市
061902,美債2X元大65購01,上市
061903,新纖元大59購01,上市
061904,為升元大59購01,上市
061905,台達電元大59購05,上市
061906,台達電元大59購06,上市
061907,台達電元大59購07,上市
061908,台達電元大59購08,上市
061909,台達電元大59購09,上市
061910,華通元大59購27,上市
061911,楠梓電元大5C購03,上市
061912,台積電元大59購40,上市
061913,台積電元大59購41,上市
061914,台積電元大59購42,上市
061915,智邦元大59購21,上市
061916,順德元大59購04,上市
061917,敬鵬元大59購03,上市
061918,友達元大5B購02,上市
061919,義隆元大59購02,上市
06191U,大亞群益56售01,上市
061920,奇鋐元大59購34,上市
061921,奇鋐元大59購35,上市
061922,聯詠元大59購01,上市
061923,聯詠元大63購04,上市
061924,明泰元大59購01,上市
061925,嘉澤元大59購13,上市
061926,嘉澤元大5A購04,上市
061927,嘉澤元大5B購03,上市
061928,牧德元大59購14,上市
061929,牧德元大63購01,上市
06192U,川湖群益56售03,上市
061930,TPK元大59購01,上市
061931,定穎控元大59購07,上市
061932,定穎控元大59購08,上市
061933,定穎控元大59購09,上市
061934,大銀元大59購03,上市
061935,雙鍵元大59購02,上市
061936,新唐元大59購09,上市
061937,力成元大59購10,上市
061938,迅得元大5C購01,上市
061939,緯穎元大59購20,上市
06193U,鴻海群益55售05,上市
061940,昇陽半元大59購04,上市
061941,昇陽半元大59購05,上市
061942,至上元大59購07,上市
061943,臺股指元大5C購10,上市
061944,台達電中信63購01,上市
061945,台達電中信63購02,上市
061946,台達電中信63購03,上市
061947,華通中信62購01,上市
061948,國巨中信63購02,上市
061949,金像電中信63購02,上市
06194U,台積電群益59售02,上市
061950,嘉澤中信59購04,上市
061951,牧德中信59購02,上市
061952,定穎控中信63購01,上市
061953,正文中信59購01,上市
061954,台達電兆豐5B購01,上市
061955,台達電兆豐5B購02,上市
061956,華通兆豐5B購04,上市
061957,世芯兆豐5B購02,上市
061958,定穎控兆豐5B購01,上市
061959,台灣50富邦5B購02,上市
061960,T50反1富邦5B購02,上市
061961,超豐富邦59購01,上市
061962,牧德富邦62購01,上市
061963,貿聯富邦63購01,上市
061964,和碩富邦5C購01,上市
061965,緯穎富邦5B購02,上市
061966,臺股指富邦5B購09,上市
061967,台達電台新59購02,上市
061968,台達電台新59購03,上市
061969,台達電國泰5B購01,上市
06196U,聯詠群益56售01,上市
061970,台達電國泰5B購02,上市
061971,台達電國泰5B購03,上市
061972,矽格國泰5B購01,上市
061973,台灣50元富59購14,上市
061974,元日2X元富59購01,上市
061975,道瓊銅元富59購02,上市
061976,美時元富63購01,上市
061977,川湖元富59購06,上市
061978,華泰元富59購03,上市
061979,鴻準元富59購01,上市
061980,正崴元富59購01,上市
061981,京元電元富59購08,上市
061982,全漢元富59購01,上市
061983,建漢元富59購01,上市
061984,世芯元富59購06,上市
061985,世芯元富5B購03,上市
061986,貿聯元富59購03,上市
061987,貿聯元富5C購01,上市
061988,日月光元富63購01,上市
061989,定穎控元富59購08,上市
06198U,華晶科群益5A售01,上市
061990,定穎控元富5C購01,上市
061991,臻鼎元富59購03,上市
061992,jpp元富59購01,上市
061993,矽格元富63購01,上市
061994,保瑞元富63購02,上市
061995,緯穎元富59購06,上市
061996,緯穎元富59購07,上市
061997,惠特元富5C購02,上市
061998,巨大元富59購01,上市
061999,美時凱基59購06,上市
06199U,緯創群益58售01,上市
062000,川湖凱基62購01,上市
062001,台達電凱基59購05,上市
062002,台達電凱基59購06,上市
062003,台達電凱基59購07,上市
062004,台達電凱基59購08,上市
062005,台達電凱基5B購01,上市
062006,華通凱基63購03,上市
062007,華泰凱基59購08,上市
062008,台積電凱基66購02,上市
062009,智邦凱基59購10,上市
06200U,昇貿群益56售01,上市
062010,順德凱基59購03,上市
062011,漢唐凱基5B購01,上市
062012,聯發科凱基5B購02,上市
062013,新興凱基5B購03,上市
062014,聯詠凱基63購01,上市
062015,智原凱基5B購02,上市
062016,牧德凱基5B購02,上市
062017,世芯凱基5B購03,上市
062018,貿聯凱基5B購03,上市
062019,定穎控凱基59購09,上市
06201U,新日興群益5A售01,上市
062020,定穎控凱基59購10,上市
062021,定穎控凱基5B購06,上市
062022,智伸科凱基5B購01,上市
062023,正文凱基5B購01,上市
062024,新唐凱基5C購03,上市
062025,臻鼎凱基63購01,上市
062026,力成凱基59購08,上市
062027,啟碁凱基5C購02,上市
062028,矽力凱基5B購04,上市
062029,迅得凱基59購03,上市
062030,緯穎凱基59購17,上市
062031,矽創凱基59購01,上市
062032,昇陽半凱基5B購01,上市
062033,至上凱基59購06,上市
062034,臺股指凱基5C購13,上市
062035,上銀永豐5B購01,上市
062036,台達電永豐5B購02,上市
062037,台達電永豐5C購01,上市
062038,台達電永豐63購01,上市
062039,華通永豐5B購01,上市
06203U,群創群益58售01,上市
062040,華通永豐62購01,上市
062041,宏碁永豐5B購01,上市
062042,晟銘電永豐5B購01,上市
062043,牧德永豐5C購02,上市
062044,貿聯永豐5B購02,上市
062045,定穎控永豐5B購03,上市
062046,正文永豐5C購01,上市
062047,jpp永豐5C購01,上市
062048,精成科永豐5B購01,上市
062049,聯茂永豐5C購01,上市
06204U,華擎群益56售01,上市
062050,啟碁永豐59購02,上市
062051,緯穎永豐59購06,上市
062052,緯穎永豐66購01,上市
062053,ITH永豐5B購01,上市
062054,台虹永豐59購01,上市
062055,統一元大59購01,上市
062056,國喬元大59購04,上市
062057,聚陽元大59購01,上市
062058,正新元大59購01,上市
062059,台達電元大59購11,上市
06205U,世芯群益56售01,上市
062060,台達電元大59購12,上市
062061,台達電元大59購13,上市
062062,台達電元大59購14,上市
062063,台達電元大59購15,上市
062064,華通元大62購03,上市
062065,楠梓電元大59購09,上市
062066,台積電元大59購44,上市
062067,台積電元大5C購06,上市
062068,台亞元大59購01,上市
062069,智邦元大59購22,上市
06206U,定穎控群益56售02,上市
062070,敬鵬元大59購04,上市
062071,技嘉元大5B購01,上市
062072,仲琦元大59購01,上市
062073,長榮元大59購16,上市
062074,新興元大59購11,上市
062075,萬海元大59購03,上市
062076,奇鋐元大5C購06,上市
062077,嘉澤元大59購14,上市
062078,嘉澤元大5C購01,上市
062079,牧德元大59購15,上市
06207U,立積群益5A售01,上市
062080,牧德元大63購02,上市
062081,辛耘元大59購09,上市
062082,正文元大59購02,上市
062083,正文元大59購03,上市
062084,新唐元大59購10,上市
062085,亞翔元大59購04,上市
062086,亞翔元大59購05,上市
062087,亞翔元大59購06,上市
062088,亞翔元大62購01,上市
062089,聯茂元大59購19,上市
06208U,達麗群益56售01,上市
062090,聯茂元大59購20,上市
062091,力成元大59購11,上市
062092,康舒元大59購03,上市
062093,康舒元大59購04,上市
062094,康舒元大63購03,上市
062095,迅得元大5C購02,上市
062096,至上元大62購01,上市
062097,富鼎元大59購05,上市
062098,FB科技國票59購02,上市
062099,T50反1國票59購03,上市
06209U,緯穎群益55售02,上市
062100,T50反1國票59購04,上市
062101,元石油國票59購07,上市
062102,元債2X國票59購01,上市
062103,台聚國票59購02,上市
062104,聚陽國票5B購01,上市
062105,士電國票59購03,上市
062106,亞力國票59購01,上市
062107,中鋼國票5B購02,上市
062108,台達電國票59購04,上市
062109,華通國票5B購02,上市
06210U,龍德船群益58售01,上市
062110,毅嘉國票59購03,上市
062111,盟立國票59購02,上市
062112,禾伸堂國票62購01,上市
062113,牧德國票5B購01,上市
062114,定穎控國票5B購02,上市
062115,正文國票5B購03,上市
062116,臻鼎國票59購02,上市
062117,中租國票5B購01,上市
062118,亞翔國票59購03,上市
062119,精成科國票59購01,上市
06211U,可寧衛群益56售01,上市
062120,保瑞國票59購01,上市
062121,緯穎國票5B購02,上市
062122,SP黃豆群益62購03,上市
062123,台聚群益59購03,上市
062124,華新群益59購04,上市
062125,華通群益59購04,上市
062126,華通群益63購07,上市
062127,台積電群益5C購09,上市
062128,台積電群益5C購10,上市
062129,仲琦群益59購01,上市
06212U,美時國泰55售03,上市
062130,仲琦群益59購02,上市
062131,鉅祥群益5B購01,上市
062132,亞光群益59購01,上市
062133,德律群益59購08,上市
062134,台勝科群益59購03,上市
062135,牧德群益5C購01,上市
062136,世芯群益59購13,上市
062137,定穎控群益59購10,上市
062138,定穎控群益5B購04,上市
062139,正文群益5B購01,上市
06213U,鴻海國泰55售01,上市
062140,新唐群益5B購01,上市
062141,臻鼎群益59購06,上市
062142,臻鼎群益59購07,上市
062143,亞翔群益59購02,上市
062144,聯茂群益59購06,上市
062145,啟碁群益59購12,上市
062146,啟碁群益63購01,上市
062147,緯穎群益59購13,上市
062148,鴻海國泰5B購01,上市
062149,仁寶國泰5B購01,上市
062150,聯發科國泰62購01,上市
062151,奇鋐國泰5B購01,上市
062152,禾伸堂國泰5B購02,上市
062153,聯詠國泰5B購01,上市
062154,定穎控國泰5B購01,上市
062155,國精化國泰5B購01,上市
062156,乙盛國泰5B購01,上市
062157,力成國泰5B購01,上市
062158,勤誠國泰5B購01,上市
062159,SGBR2X中信64購01,上市
062160,台聚中信5A購01,上市
062161,牧德中信5A購01,上市
062162,世芯中信64購01,上市
062163,緯穎中信64購01,上市
062164,鴻海永豐5A購04,上市
062165,鴻海永豐5A購05,上市
062166,鴻海永豐5B購05,上市
062167,鴻海永豐5C購04,上市
062168,台積電永豐61購09,上市
062169,仲琦永豐62購01,上市
062170,興富發永豐5C購01,上市
062171,富邦金永豐5C購01,上市
062172,敦泰永豐5C購01,上市
062173,世芯永豐5A購04,上市
062174,世芯永豐5A購05,上市
062175,東台永豐5C購01,上市
062176,鈞興永豐5C購01,上市
062177,康普永豐5A購01,上市
062178,雙鍵永豐5C購01,上市
062179,事欣科永豐61購01,上市
06217U,宏達電元富57售02,上市
062180,達興永豐5A購02,上市
062181,乙盛永豐5C購01,上市
062182,崇越永豐5C購01,上市
062183,AES永豐5C購04,上市
062184,來億永豐5C購01,上市
062185,瀚荃永豐61購01,上市
062186,勤誠永豐5C購01,上市
062187,勤誠永豐5C購02,上市
062188,勤誠永豐5C購03,上市
062189,威盛兆豐64購01,上市
06218U,宏達電元富5A售01,上市
062190,緯創富邦5A購02,上市
062191,T50反1凱基62購01,上市
062192,台聚凱基5A購01,上市
062193,聚陽凱基5A購01,上市
062194,士電凱基5A購01,上市
062195,亞力凱基5A購01,上市
062196,中砂凱基61購01,上市
062197,台達電凱基5A購04,上市
062198,鴻海凱基5A購04,上市
062199,台積電凱基65購04,上市
06219U,定穎控元富55售04,上市
062200,台積電凱基74購01,上市
062201,敬鵬凱基5A購02,上市
062202,技嘉凱基64購01,上市
062203,盟立凱基5A購01,上市
062204,鉅祥凱基5A購01,上市
062205,長榮凱基5A購03,上市
062206,新興凱基5B購04,上市
062207,萬海凱基5B購01,上市
062208,奇鋐凱基5A購07,上市
062209,禾伸堂凱基5A購01,上市
062210,嘉澤凱基5A購05,上市
062211,辛耘凱基5C購02,上市
062212,國精化凱基5A購01,上市
062213,T50反1元富5C購01,上市
062214,國精化凱基5A購02,上市
062215,達興凱基5A購03,上市
062216,乙盛凱基5B購01,上市
062217,亞翔凱基5B購03,上市
062218,精成科凱基5A購01,上市
062219,聯茂凱基5B購01,上市
062220,迅得凱基61購01,上市
062221,來億凱基5A購01,上市
062222,富鼎凱基5B購01,上市
062223,上証2X國票61購01,上市
062224,元石油國票5A購03,上市
062225,元石油國票5A購04,上市
062226,SGBR2X國票5A購03,上市
062227,亞聚國票5B購01,上市
062228,長興國票5A購02,上市
062229,台積電國票5A購09,上市
06222U,美時永豐55售02,上市
062230,敬鵬國票5B購01,上市
062231,神基國票5B購01,上市
062232,益登國票5A購02,上市
062233,建漢國票5B購01,上市
062234,敦泰國票5B購01,上市
062235,貿聯國票61購02,上市
062236,乙盛國票5B購01,上市
062237,鈺邦國票5A購01,上市
062238,保瑞國票5A購01,上市
062239,美利達國票5A購01,上市
062240,世紀鋼國票5A購01,上市
062241,T50反1群益5A購02,上市
062242,T50反1群益5B購01,上市
062243,元石油群益64購01,上市
062244,SP黃豆群益5C購02,上市
062245,SGBR2X群益64購01,上市
062246,台聚群益5C購01,上市
062247,國喬群益5A購01,上市
062248,中砂群益5A購02,上市
062249,大成鋼群益61購01,上市
06224U,台灣50國泰55售01,上市
062250,鴻海群益5B購06,上市
062251,鴻海群益5C購08,上市
062252,鴻海群益62購03,上市
062253,台積電群益5A購07,上市
062254,台積電群益5A購08,上市
062255,智邦群益5A購04,上市
062256,仲琦群益5A購01,上市
062257,聯發科群益5A購03,上市
062258,聯發科群益5A購04,上市
062259,普安群益5A購01,上市
06225U,美時國泰55售04,上市
062260,皇昌群益5A購01,上市
062261,晟銘電群益5A購01,上市
062262,晟銘電群益5A購02,上市
062263,亞光群益5A購02,上市
062264,聯詠群益5A購02,上市
062265,建漢群益5A購01,上市
062266,建漢群益5A購02,上市
062267,敦泰群益5C購01,上市
062268,牧德群益62購01,上市
062269,世芯群益5A購01,上市
06226U,AES國泰55售01,上市
062270,東台群益5C購01,上市
062271,國精化群益5A購01,上市
062272,國精化群益5B購01,上市
062273,國精化群益5C購01,上市
062274,新唐群益5A購01,上市
062275,乙盛群益5C購01,上市
062276,崇越群益5C購01,上市
062277,亞翔群益5A購01,上市
062278,華孚群益5A購01,上市
062279,矽力群益5A購01,上市
06227U,美時國票55售02,上市
062280,緯穎群益5A購02,上市
062281,采鈺群益5A購01,上市
062282,采鈺群益5B購01,上市
062283,來億群益5C購01,上市
062284,瀚荃群益5A購01,上市
062285,亞聚元大5A購01,上市
062286,華通元大5B購06,上市
062287,華通元大62購04,上市
062288,鴻海元大5A購10,上市
062289,鴻海元大5A購11,上市
06228U,美時國票56售02,上市
062290,鴻海元大62購07,上市
062291,台積電元大5A購13,上市
062292,台積電元大61購22,上市
062293,順德元大61購01,上市
062294,敬鵬元大5A購01,上市
062295,漢唐元大62購01,上市
062296,奇鋐元大61購12,上市
062297,禾伸堂元大5A購01,上市
062298,建漢元大5A購01,上市
062299,建漢元大5A購02,上市
062300,敦泰元大5A購01,上市
062301,牧德元大5A購02,上市
062302,辛耘元大5A購01,上市
062303,世芯元大62購01,上市
062304,貿聯元大5A購03,上市
062305,定穎控元大5A購02,上市
062306,定穎控元大5A購03,上市
062307,定穎控元大5A購04,上市
062308,定穎控元大5A購05,上市
062309,定穎控元大5A購06,上市
062312,定穎控元大5A購07,上市
062313,東台元大5A購01,上市
062314,大銀元大5A購01,上市
062315,國精化元大5A購01,上市
062316,國精化元大61購01,上市
062317,事欣科元大5A購01,上市
062318,亞翔元大62購02,上市
062319,和椿元大5A購01,上市
06231U,富世達國票55售02,上市
062320,矽格元大5A購04,上市
062321,矽格元大5A購05,上市
062322,緯穎元大5A購04,上市
062323,緯穎元大5A購05,上市
062324,惠特元大5A購02,上市
062325,惠特元大5B購01,上市
062326,惠特元大5C購02,上市
062327,三集瑞元大5A購01,上市
062328,矽創元大5A購01,上市
062329,昇陽半元大5A購01,上市
06232U,華新統一58售05,上市
062330,至上元大62購02,上市
062331,臺股指元大5A購25,上市
062332,臺股指元大5A購26,上市
062333,臺股指元大5B購15,上市
062334,臺股指元大5B購16,上市
062335,台塑統一64購01,上市
062336,台聚統一64購01,上市
062337,台聚統一64購02,上市
062338,鴻海統一64購01,上市
062339,鴻海統一74購01,上市
06233U,美時統一58售02,上市
062340,漢唐統一64購02,上市
062341,世芯統一64購01,上市
062342,南寶統一64購01,上市
062343,新唐統一64購01,上市
062344,今國光統一64購01,上市
062345,今國光統一67購01,上市
062346,劍麟永豐5C購01,上市
062347,光寶科永豐61購01,上市
062348,台積電永豐61購10,上市
062349,台積電永豐61購11,上市
06234U,台達電統一56售07,上市
062350,台積電永豐64購02,上市
062351,凱美永豐5C購01,上市
062352,正崴永豐5C購01,上市
062353,友達永豐61購01,上市
062354,偉詮電永豐5C購02,上市
062355,偉詮電永豐61購01,上市
062356,京元電永豐5B購03,上市
062357,大毅永豐5C購01,上市
062358,普安永豐5C購01,上市
062359,新興永豐64購01,上市
06235U,鴻海統一58售06,上市
062360,台航永豐5C購01,上市
062361,建漢永豐63購01,上市
062362,緯創永豐5A購01,上市
062363,辛耘永豐5A購02,上市
062364,碩天永豐61購01,上市
062365,達邁永豐61購01,上市
062366,世芯永豐5B購04,上市
062367,世芯永豐5C購05,上市
062368,海華永豐5C購01,上市
062369,台耀永豐5A購01,上市
06236U,仁寶統一58售01,上市
062370,雙鍵永豐5B購01,上市
062371,正文永豐64購01,上市
062372,立積永豐5C購01,上市
062373,邁達特永豐5C購01,上市
062374,精誠永豐61購01,上市
062375,和椿永豐5C購01,上市
062376,力成永豐5A購01,上市
062377,惠特永豐5C購01,上市
062378,T50正2國票5A購01,上市
062379,T50正2國票5A購02,上市
06237U,國巨統一56售04,上市
062380,台聚國票5B購01,上市
062381,興富發國票61購01,上市
062382,台航國票61購01,上市
062383,富華新國票61購01,上市
062384,建漢國票5B購02,上市
062385,碩天國票61購01,上市
062386,世芯國票5A購02,上市
062387,世芯國票5B購01,上市
062388,事欣科國票5A購01,上市
062389,東科國票5A購01,上市
06238U,台積電統一61售03,上市
062390,崇越國票5A購01,上市
062391,樺漢國票5B購01,上市
062392,來億國票5A購01,上市
062393,達方國票61購01,上市
062394,華通國泰5B購01,上市
062395,敬鵬國泰5B購01,上市
062396,華碩國泰5B購01,上市
062397,建準國泰5C購01,上市
062398,T50正2凱基5A購04,上市
062399,T50正2凱基5B購06,上市
06239U,旺宏統一58售01,上市
062400,T50正2凱基5C購01,上市
062401,長興凱基5C購01,上市
062402,華通凱基5B購03,上市
062403,鴻海凱基5A購05,上市
062404,台積電凱基63購06,上市
062405,台積電凱基67購10,上市
062406,智邦凱基5A購06,上市
062407,順德凱基61購01,上市
062408,漢唐凱基61購03,上市
062409,聯發科凱基5A購09,上市
062410,興富發凱基5B購01,上市
062411,皇昌凱基5A購01,上市
062412,晟銘電凱基5A購01,上市
062413,敦泰凱基5A購02,上市
062414,牧德凱基5C購01,上市
062415,碩天凱基5A購01,上市
062416,世芯凱基5C購04,上市
062417,世芯凱基61購07,上市
062418,大銀凱基5A購01,上市
062419,材料凱基5A購04,上市
062420,南寶凱基5A購01,上市
062421,正文凱基5A購01,上市
062422,正文凱基5B購02,上市
062423,華孚凱基5A購01,上市
