code,name,market
048906,定穎控元富56購02,上市
048907,T50反1國泰57購02,上市
048908,台達電國泰57購05,上市
048909,智邦國泰57購04,上市
048912,漢唐國泰57購02,上市
048913,中航國泰57購03,上市
048914,新日興國泰57購02,上市
048915,嘉澤國泰57購02,上市
048916,牧德國泰57購01,上市
048917,神達國泰57購03,上市
048918,滬深2X凱基56購06,上市
048919,南亞凱基56購06,上市
048920,台化凱基57購01,上市
048921,華新凱基57購03,上市
048922,華榮凱基56購02,上市
048923,川湖凱基5B購02,上市
048924,台達電凱基5C購01,上市
048925,華通凱基56購03,上市
048926,國巨凱基57購04,上市
048927,華泰凱基56購02,上市
048929,台積電凱基6C購01,上市
048930,智邦凱基58購03,上市
048931,大同凱基56購03,上市
048932,漢唐凱基59購01,上市
048933,長榮太凱基56購03,上市
048934,奇鋐凱基5C購01,上市
048935,益登凱基56購01,上市
048936,緯創凱基56購10,上市
048937,華擎凱基56購02,上市
048939,世芯凱基56購10,上市
048940,正文凱基56購01,上市
048941,達興凱基56購01,上市
048942,jpp凱基56購02,上市
048943,亞翔凱基56購06,上市
048944,帆宣凱基56購04,上市
048945,緯穎凱基59購07,上市
048946,富世達凱基56購09,上市
048947,勤誠凱基56購05,上市
048948,台化國票57購01,上市
048949,智邦國票57購02,上市
048950,中信金國票57購01,上市
048951,華立國票57購01,上市
048952,益登國票56購01,上市
048953,神達國票56購03,上市
048954,神達國票58購01,上市
048955,正文國票57購01,上市
048956,帆宣國票57購01,上市
048957,聯茂國票58購01,上市
048958,洋基國票57購02,上市
048959,AES國票57購02,上市
048960,兆聯國票57購01,上市
048961,電子類國票56購03,上市
048962,金融類國票56購01,上市
048963,香港2X元大57購01,上市
048964,元金反元大56購01,上市
048965,台塑元大59購02,上市
048966,南亞元大59購06,上市
048967,台化元大59購01,上市
048968,中砂元大5C購01,上市
048969,台玻元大56購01,上市
048970,中鋼元大56購01,上市
048971,川湖元大56購09,上市
048974,鴻海元大56購30,上市
048975,台積電元大56購34,上市
048976,台積電元大56購35,上市
048977,精英元大56購01,上市
048978,華碩元大56購03,上市
048979,漢唐元大56購08,上市
04897U,臺股指元富57售01,上市
048980,漢唐元大56購09,上市
048981,元債2X元富58購04,上市
048983,聯發科元大56購06,上市
048984,聯發科元大56購07,上市
048985,聯發科元大59購02,上市
048987,華碩元富58購01,上市
048988,志聖元大56購03,上市
048989,志聖元大58購01,上市
04898U,臺股指元富57售02,上市
048990,一詮元大56購07,上市
048991,宏達電元大56購03,上市
048992,群創元富58購01,上市
048993,裕民元大56購10,上市
048994,華航元大56購02,上市
048995,永豐金元大56購01,上市
048996,德律元大59購05,上市
048997,德律元大5A購01,上市
048999,世芯元大56購32,上市
049000,世芯元大56購33,上市
049001,世芯元大56購34,上市
049002,材料元大56購02,上市
049003,事欣科元大56購02,上市
049004,亞翔元大56購06,上市
049005,聯茂元大57購01,上市
049006,聯茂元大5A購01,上市
049008,訊芯元大56購01,上市
049010,力積電元大56購20,上市
049013,富世達元大56購19,上市
049014,南茂元大5A購01,上市
049015,FB科技群益56購01,上市
049016,元日2X群益5C購01,上市
049017,中砂群益56購06,上市
049018,華通群益58購03,上市
049019,大同群益56購01,上市
049020,漢唐群益5A購02,上市
049021,長榮航群益56購02,上市
049022,長榮太群益57購01,上市
049023,奇鋐群益56購20,上市
049024,欣興群益56購04,上市
049025,益登群益56購01,上市
049026,嘉澤群益56購04,上市
049027,世芯群益56購18,上市
049028,日月光群益57購03,上市
049029,正文群益57購01,上市
049030,亞翔群益57購02,上市
049031,愛普群益56購05,上市
049032,臺股指群益56購11,上市
049033,臺股指群益56購12,上市
049034,臺股指群益56購13,上市
049035,臺股指群益56購14,上市
049036,臺股指群益56購15,上市
049037,臺股指群益56購16,上市
049038,臺股指群益56購17,上市
049039,臺股指群益56購18,上市
049040,臺股指群益62購01,上市
049041,電子類群益56購03,上市
049042,滬深2X中信5C購01,上市
049043,中砂中信56購02,上市
049044,國巨中信5C購04,上市
049045,漢唐中信56購02,上市
049046,京元電中信5C購03,上市
049047,貿聯中信56購04,上市
049049,臺股指中信56購13,上市
049050,臺股指中信5C購01,上市
049051,臺股指中信5C購02,上市
049052,智邦兆豐58購02,上市
049053,祥碩兆豐5C購01,上市
049054,台塑富邦59購01,上市
049055,台達電富邦5C購04,上市
049056,鴻海富邦5C購04,上市
049057,國巨富邦57購03,上市
049058,志聖富邦56購01,上市
049059,華航富邦56購01,上市
049060,緯穎富邦56購04,上市
049061,南亞永豐57購03,上市
049062,中興電永豐58購01,上市
049063,川湖永豐59購01,上市
049064,華通永豐56購01,上市
049065,鴻海永豐56購09,上市
049066,鴻海永豐56購10,上市
049067,台光電永豐57購04,上市
049068,漢唐永豐57購03,上市
049069,全新永豐57購01,上市
049070,宏達電永豐57購03,上市
049071,晟銘電永豐57購01,上市
049072,嘉澤永豐57購01,上市
049073,世芯永豐56購08,上市
049074,緯穎永豐56購08,上市
049075,緯穎永豐59購02,上市
049076,力積電永豐5C購01,上市
049077,國巨國泰57購01,上市
049078,飛宏國泰57購01,上市
049079,裕民國泰57購01,上市
049080,大立光國泰57購01,上市
049081,緯穎國泰57購06,上市
049082,緯穎國泰57購07,上市
049083,洋基國泰57購02,上市
049084,臺股指國泰56購03,上市
049085,台達電元富56購12,上市
049086,台達電元富5C購05,上市
049087,台積電元富56購20,上市
049088,台積電元富5C購03,上市
049089,智邦元富56購08,上市
049090,事欣科元富56購03,上市
049091,亞翔元富56購03,上市
049092,亞翔元富56購04,上市
049093,中502X國票57購02,上市
049094,台玻國票57購04,上市
049095,一詮國票58購02,上市
049096,鈺齊國票56購01,上市
049097,道瓊銅元大59購01,上市
049098,台塑元大56購01,上市
049099,南亞元大59購07,上市
049100,聚陽元大56購01,上市
049101,東元元大56購01,上市
049102,台玻元大59購01,上市
049103,川湖元大56購10,上市
049105,華通元大59購01,上市
049106,鴻海元大59購03,上市
049107,台積電元大56購36,上市
049108,台積電元大59購03,上市
049109,精英元大56購02,上市
049110,智邦元大56購15,上市
049111,智邦元大56購16,上市
049112,智邦元大5C購01,上市
049113,致茂元大58購03,上市
049114,漢唐元大56購10,上市
049115,漢唐元大56購11,上市
049116,聯發科元大56購08,上市
049117,聯發科元大56購09,上市
049118,聯發科元大59購03,上市
049119,志聖元大56購04,上市
049120,滬深2X元富58購01,上市
049121,裕民元大56購11,上市
049122,華航元大56購03,上市
049123,長榮太元大56購02,上市
049124,奇鋐元大56購15,上市
049125,德律元大5A購02,上市
049129,日電貿元大5C購01,上市
049130,緯創元大56購07,上市
049131,玉晶光元大56購05,上市
049132,世芯元大56購35,上市
049133,世芯元大5C購03,上市
049134,貿聯元大56購09,上市
049135,定穎控元大56購04,上市
049136,正文元大56購01,上市
049137,事欣科元大56購03,上市
049138,瀚宇博元大56購02,上市
049139,瀚宇博元大56購04,上市
049140,亞翔元大56購07,上市
049141,帆宣元大56購04,上市
049142,帆宣元大56購05,上市
049143,聯茂元大57購02,上市
049144,矽力元大56購02,上市
049145,緯穎元大56購10,上市
049146,洋基元大56購02,上市
049147,AES元大57購04,上市
049148,富世達元大56購20,上市
049149,兆聯元大5B購02,上市
049150,臺股指元大58購05,上市
049151,臺股指元大5A購08,上市
049152,臺股指元大5C購02,上市
049153,滬深2X群益58購02,上市
049154,台化群益56購02,上市
049155,華新群益58購02,上市
049156,台玻群益56購05,上市
049157,川湖群益56購13,上市
049158,川湖群益56購14,上市
049159,台達電群益56購14,上市
049160,國巨群益56購07,上市
049161,台積電群益56購11,上市
049162,台積電群益58購08,上市
049163,智邦群益56購12,上市
049164,智邦群益56購13,上市
049165,漢唐群益57購03,上市
049166,奇鋐群益56購21,上市
049167,緯創群益56購05,上市
049168,華擎群益56購06,上市
049169,世芯群益56購19,上市
049170,啟碁群益56購01,上市
049171,緯穎群益56購17,上市
049172,緯穎群益56購18,上市
049173,辛耘元富59購01,上市
049175,勤誠群益56購04,上市
049176,臺股指群益5B購07,上市
049177,T50正2凱基5B購03,上市
049178,S&P正2凱基57購01,上市
049179,道瓊銀凱基58購02,上市
049180,台塑凱基57購02,上市
049181,中鋼凱基56購01,上市
049182,華通凱基57購03,上市
049183,台積電凱基57購09,上市
049184,台積電凱基6C購02,上市
049185,華碩凱基56購02,上市
049187,聯發科凱基59購04,上市
049188,志聖凱基58購01,上市
049189,裕民凱基58購01,上市
049190,華航凱基56購03,上市
049191,永豐金凱基56購01,上市
049192,中信金凱基56購01,上市
049194,景碩凱基5A購03,上市
049195,嘉澤凱基56購03,上市
049196,神達凱基56購06,上市
049198,材料凱基56購02,上市
049199,崇越凱基56購01,上市
049200,聯茂凱基59購02,上市
049201,啟碁凱基56購02,上市
049202,矽力凱基56購03,上市
049204,洋基凱基59購01,上市
049207,兆聯凱基57購01,上市
049208,南茂凱基56購08,上市
049209,潤泰新凱基56購01,上市
049210,臺股指凱基56購27,上市
049212,臺股指凱基56購28,上市
049213,臺股指凱基5A購12,上市
049214,金融類凱基56購01,上市
049215,T50正2中信59購02,上市
049216,SGBR2X中信5C購01,上市
049218,鴻海中信5A購05,上市
049219,台積電中信5C購04,上市
049220,漢唐中信56購03,上市
049221,國泰金中信56購02,上市
049222,台新金中信56購02,上市
049223,台新金中信56購03,上市
049224,聯鈞中信5B購01,上市
049225,亞翔中信5C購06,上市
049226,力積電中信56購05,上市
049227,兆聯中信59購01,上市
049228,至上中信5A購02,上市
049229,臺股指中信56購14,上市
049230,上証2X永豐5C購01,上市
049231,東陽永豐57購01,上市
049232,聯電永豐5A購01,上市
049233,華通永豐57購03,上市
049234,華通永豐58購01,上市
049235,台積電永豐6C購02,上市
049236,可成永豐57購01,上市
049237,裕民永豐58購01,上市
049238,晶豪科永豐5C購01,上市
049239,聯鈞永豐56購05,上市
049240,材料永豐57購01,上市
049241,力成永豐57購01,上市
049242,至上永豐57購01,上市
049243,至上永豐58購01,上市
049244,元金反凱基58購01,上市
049245,電動車凱基56購01,上市
049247,川湖凱基5A購01,上市
049250,鴻海凱基58購05,上市
049251,鴻海凱基5C購04,上市
049252,國巨凱基5C購01,上市
049253,台積電凱基57購10,上市
049254,台積電凱基6C購03,上市
049255,智邦凱基61購01,上市
049256,漢唐凱基5C購01,上市
049257,聯發科凱基5A購01,上市
049258,聯發科凱基5A購02,上市
049259,聯發科凱基5A購03,上市
049260,一詮凱基56購04,上市
049262,中航凱基56購03,上市
049263,奇鋐凱基5B購03,上市
049264,緯創凱基5A購02,上市
049265,昇貿凱基58購01,上市
049266,聯鈞凱基57購02,上市
049267,聯鈞凱基58購02,上市
049268,聯鈞凱基59購01,上市
049269,世芯凱基56購11,上市
049270,貿聯凱基5A購02,上市
049271,亞翔凱基56購07,上市
049272,帆宣凱基56購05,上市
049273,緯穎凱基56購12,上市
049274,緯穎凱基57購03,上市
049275,臺股指凱基58購06,上市
049276,臺股指凱基5C購03,上市
049277,台玻兆豐58購01,上市
049278,華通兆豐5A購01,上市
049279,聯發科兆豐5A購01,上市
04927U,國巨群益58售01,上市
049280,亞力富邦58購02,上市
049281,中砂富邦58購02,上市
049282,華新富邦56購01,上市
049283,智邦富邦58購02,上市
049284,智邦富邦58購03,上市
049285,漢唐富邦58購03,上市
049286,漢唐富邦59購01,上市
049287,裕民富邦58購02,上市
049288,裕民富邦59購01,上市
049289,台新金富邦56購02,上市
049290,大立光富邦58購01,上市
049291,奇鋐富邦58購05,上市
049292,奇鋐富邦58購06,上市
049293,德律富邦57購01,上市
049294,智原富邦56購02,上市
049295,新日興富邦58購01,上市
049296,聯鈞富邦5A購01,上市
049297,世芯富邦58購03,上市
049298,世芯富邦58購04,上市
049299,貿聯富邦56購05,上市
049300,達興富邦58購01,上市
049301,精成科富邦59購01,上市
049302,AES富邦59購02,上市
049303,至上富邦5A購01,上市
049304,台灣50元富56購09,上市
049305,道瓊銀元富5C購02,上市
049306,楠梓電元富56購05,上市
049307,台積電元富56購21,上市
049308,華碩元富56購01,上市
049309,華碩元富5C購01,上市
049310,大同元富56購01,上市
049311,凱美元富56購01,上市
049312,富邦金元富56購01,上市
049313,凱基金元富56購01,上市
049314,玉山金元富56購01,上市
049315,中信金元富56購01,上市
049316,亞翔元富56購05,上市
049319,亞翔元富56購06,上市
04931U,健策群益56售01,上市
049320,康舒元富56購02,上市
049322,康舒元富56購03,上市
049323,汎銓元富59購01,上市
049324,至上元富56購02,上市
049325,道瓊銀國票5C購01,上市
049326,統一國票56購02,上市
049327,中鋼國票57購01,上市
049329,大同國票56購04,上市
04932U,南電群益55售02,上市
049330,漢唐國票57購04,上市
049331,冠德國票57購01,上市
049332,台新金國票56購01,上市
049333,台新金國票57購01,上市
049334,永豐金國票57購01,上市
049335,聯鈞國票58購01,上市
049336,材料國票57購01,上市
049337,訊芯國票57購02,上市
049338,兆聯國票57購02,上市
049339,台達電國泰57購06,上市
049340,金寶國泰57購01,上市
049341,華通國泰57購01,上市
049342,鴻海國泰57購06,上市
049343,台光電國泰57購02,上市
049344,帆宣國泰57購01,上市
049345,同欣電國泰57購01,上市
049346,台玻群益56購06,上市
049347,華通群益58購04,上市
049348,華通群益5C購01,上市
049349,台積電群益56購12,上市
049350,台積電群益56購13,上市
049351,華碩群益58購01,上市
049352,聯發科群益56購15,上市
049353,台新金群益56購02,上市
049354,中信金群益5A購01,上市
049355,亞光群益56購02,上市
049356,聯鈞群益56購02,上市
049357,嘉澤群益56購05,上市
049358,神達群益56購03,上市
049359,材料群益56購02,上市
049360,天鈺群益56購01,上市
049361,崇越群益56購02,上市
049362,矽力群益57購02,上市
049363,力積電群益56購15,上市
049364,昇陽半群益56購03,上市
049365,潤泰新群益5A購01,上市
049366,臺股指群益64購02,上市
049367,元金反元大5C購01,上市
049368,道瓊銀元大57購02,上市
049369,群高息元大5C購01,上市
049370,台塑元大56購02,上市
049371,聚陽元大56購02,上市
049372,台玻元大59購02,上市
049373,第一銅元大56購02,上市
049374,聯電元大59購01,上市
049376,華通元大56購02,上市
049377,華通元大56購03,上市
049378,華通元大59購02,上市
049379,鴻海元大59購04,上市
04937U,道瓊銀國票58售01,上市
049380,台積電元大56購37,上市
049381,台積電元大59購04,上市
049382,金像電元大56購17,上市
049383,漢唐元大56購12,上市
049384,漢唐元大56購13,上市
049385,聯發科元大56購10,上市
049386,聯發科元大56購11,上市
049387,聯發科元大56購12,上市
049388,聯發科元大56購13,上市
049389,聯發科元大56購14,上市
049390,富邦金元大56購01,上市
049391,凱基金元大56購01,上市
049392,玉山金元大56購02,上市
049393,永豐金元大56購02,上市
049394,中信金元大56購01,上市
049395,德律元大57購01,上市
049396,德律元大5A購03,上市
049397,德律元大5B購01,上市
049398,聯詠元大56購02,上市
049399,欣興元大56購22,上市
049400,日電貿元大5C購02,上市
049401,昇貿元大58購01,上市
049402,昇貿元大59購03,上市
049403,聯鈞元大56購04,上市
049404,聯鈞元大56購05,上市
049405,貿聯元大56購10,上市
049406,定穎控元大56購05,上市
049407,材料元大56購03,上市
049408,亞翔元大56購08,上市
049409,帆宣元大56購06,上市
049410,愛普元大56購09,上市
049411,緯穎元大56購11,上市
049412,汎銓元大56購01,上市
049413,兆聯元大56購01,上市
049414,兆聯元大5B購03,上市
049415,勤誠元大56購11,上市
049416,德律台新56購01,上市
049417,漢唐台新56購02,上市
049418,南亞中信56購09,上市
049419,中鋼中信56購01,上市
049420,美費半元富59購01,上市
049421,華通中信5C購02,上市
049422,台積電中信57購03,上市
049423,旺宏中信5A購05,上市
049425,華碩中信57購01,上市
049427,聯發科元富57購04,上市
049428,金像電中信57購02,上市
049429,陽明元富59購02,上市
049430,漢唐中信57購02,上市
049431,漢唐中信58購01,上市
049432,漢唐中信5A購01,上市
049433,長榮中信57購01,上市
049434,台新金中信56購05,上市
049435,台勝科中信56購01,上市
049436,緯穎中信57購02,上市
049437,南電中信57購02,上市
049438,T50反1永豐5B購01,上市
049439,大成鋼永豐57購02,上市
049440,光寶科永豐57購03,上市
049441,台達電永豐56購06,上市
049442,鴻海永豐57購06,上市
049443,鴻海永豐57購07,上市
049444,鴻準永豐57購02,上市
049445,友達永豐57購01,上市
049446,聯發科永豐62購01,上市
049447,強茂永豐57購02,上市
049448,冠德永豐58購01,上市
049449,晟銘電永豐58購01,上市
049450,聯鈞永豐57購01,上市
049451,世芯永豐59購04,上市
049452,貿聯永豐58購01,上市
049453,材料永豐56購02,上市
049454,亞翔永豐58購02,上市
049455,瑞儀永豐57購01,上市
049456,佳必琪永豐58購01,上市
049457,同欣電永豐57購01,上市
049458,緯穎永豐56購09,上市
049459,力積電永豐5C購02,上市
049460,富世達永豐59購01,上市
049461,至上永豐56購02,上市
049462,華泰兆豐5C購01,上市
049463,燿華兆豐5C購01,上市
049464,裕民兆豐5C購01,上市
049465,SGBR2X富邦5C購01,上市
049466,光寶科富邦5C購01,上市
049467,華通富邦59購01,上市
049468,華碩富邦56購01,上市
049469,中信金富邦57購02,上市
049470,亞翔富邦56購02,上市
049471,勤誠富邦56購01,上市
049472,臺股指富邦5C購08,上市
049473,臺股指富邦6C購01,上市
049474,深中小凱基56購01,上市
049475,香港2X凱基57購02,上市
049476,SGBR2X凱基56購02,上市
049477,高息30凱基5C購01,上市
049478,群高息凱基5C購01,上市
049479,統一凱基56購01,上市
049480,聚陽凱基56購02,上市
049481,川湖凱基56購10,上市
049483,鴻海凱基57購09,上市
049484,國巨凱基5C購02,上市
049485,台積電凱基6C購04,上市
049486,燿華凱基56購03,上市
049488,漢唐凱基57購04,上市
049489,聯發科凱基64購01,上市
049490,聯發科凱基64購02,上市
049491,立隆電凱基56購03,上市
049492,冠德凱基57購01,上市
049493,裕民凱基56購06,上市
049494,中航凱基59購02,上市
049495,華南金凱基56購01,上市
049496,富邦金凱基56購01,上市
049497,玉山金凱基56購02,上市
049498,台新金凱基56購02,上市
049499,永豐金凱基57購01,上市
049500,亞光凱基59購03,上市
049501,德律凱基59購02,上市
049502,聯詠凱基56購03,上市
049504,日電貿凱基5C購01,上市
049505,聯鈞凱基58購03,上市
049507,神達凱基5A購01,上市
049508,材料凱基56購03,上市
049509,天鈺凱基56購01,上市
049510,崇越凱基56購02,上市
049511,矽力凱基56購04,上市
049512,兆聯凱基56購03,上市
049513,勤誠凱基57購03,上市
049514,台灣50元富5C購01,上市
049515,上証2X元富59購02,上市
049516,華通元富56購03,上市
049517,華通元富57購03,上市
049518,楠梓電元富56購06,上市
049519,智邦元富56購10,上市
049520,智邦元富5C購01,上市
049521,陽明元富56購02,上市
049522,同欣電元富56購01,上市
049523,力積電元富56購03,上市
049524,南電元富56購04,上市
049525,長華元富5C購01,上市
049526,臺股指元富56購21,上市
049527,台達電國票56購04,上市
049530,台積電國票56購08,上市
049533,國泰金國票57購02,上市
049534,凱基金國票57購01,上市
049535,事欣科國票56購02,上市
049536,天鈺國票56購01,上市
049537,AES國票58購01,上市
049538,泓德國票56購01,上市
049539,東元國泰57購01,上市
049540,聯電國泰57購01,上市
049541,聯電國泰59購01,上市
049542,華通國泰57購02,上市
049543,志聖國泰57購01,上市
049544,台表科國泰57購01,上市
049545,鈺邦國泰57購01,上市
049546,FB科技群益56購02,上市
049547,川湖群益58購04,上市
049548,台達電群益56購15,上市
049549,鴻海群益57購08,上市
049550,國巨群益56購08,上市
049551,台積電群益56購15,上市
049552,台積電群益56購16,上市
049553,聯發科群益56購16,上市
049554,聯發科群益5A購01,上市
049555,一詮群益56購03,上市
049556,宏達電群益56購05,上市
049557,華固群益56購01,上市
049558,奇鋐群益56購22,上市
049559,世芯群益56購20,上市
049560,貿聯群益56購05,上市
049561,材料群益56購03,上市
049562,台表科群益56購01,上市
049563,緯穎群益56購19,上市
049564,緯穎群益56購20,上市
049565,SGBR2X元大56購02,上市
049566,SGBR2X元大57購01,上市
049567,SGBR2X元大58購01,上市
049568,統一元大56購01,上市
049569,中砂元大59購04,上市
049570,台玻元大5C購01,上市
049571,川湖元大56購11,上市
049572,聯電元大59購02,上市
049576,華通元大56購06,上市
049577,鴻海元大56購31,上市
049578,鴻海元大56購32,上市
049579,台積電元大56購39,上市
049580,台積電元大59購05,上市
049581,旺宏元大5C購01,上市
049582,智邦元大56購17,上市
049583,智邦元大56購18,上市
049584,萬海元富59購01,上市
049585,智邦元大5C購02,上市
049586,華碩元大56購04,上市
049587,致茂元大59購04,上市
049588,漢唐元大56購14,上市
049589,漢唐元大56購15,上市
049590,聯發科元大56購15,上市
049591,聯發科元大56購16,上市
049592,聯發科元大56購17,上市
049593,強茂元大56購02,上市
049594,一詮元大56購08,上市
049595,宏達電元大5C購01,上市
049596,國泰金元大56購02,上市
049597,台新金元大56購01,上市
049598,德律元大57購02,上市
049599,德律元大5B購02,上市
04959U,臺股指凱基56售09,上市
049600,欣興元大56購23,上市
049601,欣興元大5A購01,上市
049602,日電貿元大58購01,上市
049603,緯創元大56購08,上市
049604,聯鈞元大56購06,上市
049605,聯鈞元大56購07,上市
049606,聯鈞元大56購08,上市
049607,嘉澤元大56購03,上市
04960U,臺股指凱基56售10,上市
049610,世芯元大56購36,上市
049611,世芯元大59購04,上市
049613,定穎控元大59購01,上市
049614,事欣科元大56購04,上市
049615,亞翔元大56購09,上市
049616,帆宣元大56購07,上市
049617,矽力元大59購01,上市
049618,力積電元大56購22,上市
049619,兆聯元大56購02,上市
049620,道瓊銀中信5C購02,上市
049621,川湖中信5A購01,上市
049622,台達電中信5C購07,上市
049623,鴻海中信5C購04,上市
049624,智邦中信5A購01,上市
049625,宏達電中信56購01,上市
049626,國泰金中信56購04,上市
049627,欣興中信5B購02,上市
049629,材料中信5C購01,上市
049630,力積電中信56購06,上市
049631,力積電中信56購07,上市
049632,台灣50永豐5C購01,上市
049633,T50正2永豐57購02,上市
049634,統一永豐57購01,上市
049635,南亞永豐58購02,上市
049636,鴻海永豐64購01,上市
049637,鴻海永豐65購01,上市
049638,鴻海永豐66購01,上市
049639,國巨永豐56購05,上市
049640,燿華永豐57購02,上市
049641,金像電永豐58購02,上市
049642,台光電永豐58購01,上市
049643,威盛永豐57購01,上市
049644,建準永豐57購01,上市
049645,京元電永豐57購02,上市
049646,華固永豐56購01,上市
049647,長榮永豐57購02,上市
049648,萬海永豐57購01,上市
049649,長榮太永豐5C購01,上市
049650,晟銘電永豐5C購01,上市
049651,景碩永豐58購01,上市
049652,世芯永豐64購01,上市
049653,神達永豐59購02,上市
049654,日月光永豐58購01,上市
049655,樺漢永豐57購01,上市
049656,富世達永豐58購01,上市
049657,昇陽半永豐56購02,上市
049658,中鋼台新58購01,上市
049659,華通台新56購03,上市
049660,台灣50富邦5C購04,上市
049661,台灣50富邦5C購05,上市
049663,威盛富邦56購02,上市
049665,立隆電富邦56購01,上市
049667,中租富邦56購01,上市
049668,康舒富邦56購02,上市
049669,兆聯富邦57購01,上市
049670,臺股指富邦58購08,上市
049671,高股息凱基56購01,上市
049672,美指反凱基5C購01,上市
049673,南亞凱基5C購02,上市
049674,三芳凱基56購01,上市
049675,儒鴻凱基56購01,上市
049676,光寶科凱基5A購01,上市
049677,聯電凱基59購01,上市
049679,鴻海凱基56購12,上市
049680,鴻海凱基57購10,上市
049681,國巨凱基56購08,上市
049683,智邦凱基5C購01,上市
049684,華碩凱基56購03,上市
049685,威盛凱基56購02,上市
049686,毅嘉凱基56購02,上市
049687,聯發科凱基59購05,上市
049688,長榮太凱基58購01,上市
049689,國泰金凱基57購02,上市
049690,華立凱基56購01,上市
049691,奇鋐凱基56購18,上市
049692,德律凱基58購01,上市
049693,緯創凱基61購01,上市
049694,世芯凱基58購04,上市
049695,貿聯凱基58購05,上市
049696,達興凱基56購02,上市
049697,亞翔凱基56購08,上市
049698,帆宣凱基57購01,上市
049699,台表科凱基56購01,上市
049700,緯穎凱基57購04,上市
049701,龍德船凱基56購02,上市
049702,泓德凱基56購01,上市
049703,意騰凱基56購01,上市
049704,勤誠凱基56購06,上市
049705,臺股指凱基6B購01,上市
049706,南亞元大56購18,上市
049707,南亞元大56購19,上市
049709,美時元富59購01,上市
04970U,定穎控群益56售01,上市
049710,中砂元大59購05,上市
049711,台玻元大5A購01,上市
049712,台玻元大5B購01,上市
049713,台玻元大5C購02,上市
049714,川湖元大56購12,上市
049715,聯電元大5B購01,上市
049716,台達電元大56購32,上市
049717,華通元大5C購01,上市
049718,鴻海元大56購33,上市
049719,鴻海元大56購34,上市
049720,鴻海元大56購35,上市
049721,旺宏元大57購03,上市
049722,旺宏元大58購05,上市
049723,旺宏元大5C購02,上市
049724,燿華元大56購01,上市
049725,金像電元大56購18,上市
049726,金像電元大56購19,上市
049727,威盛元大56購01,上市
049728,毅嘉元大56購02,上市
049729,漢唐元大56購16,上市
04972U,T50正2中信56售04,上市
049730,漢唐元大56購17,上市
049731,漢唐元大56購18,上市
049732,聯發科元大56購18,上市
049733,聯發科元大56購19,上市
049734,聯發科元大56購20,上市
049735,華固元大56購01,上市
049736,長榮太元大56購03,上市
049737,台新金元大56購02,上市
049738,奇鋐元大56購16,上市
049739,德律元大56購02,上市
04973U,臺股指中信55售03,上市
049740,德律元大5B購03,上市
049741,欣興元大5A購02,上市
049742,日電貿元大58購02,上市
049743,緯創元大56購09,上市
049744,緯創元大56購10,上市
049745,貿聯元大56購11,上市
049746,事欣科元大56購05,上市
049747,瀚宇博元大5C購02,上市
049748,亞翔元大56購10,上市
049749,亞翔元大56購11,上市
04974U,臺股指中信55售04,上市
049750,帆宣元大56購08,上市
049751,帆宣元大56購09,上市
049752,緯穎元大56購12,上市
049753,緯穎元大56購13,上市
049754,力積電元大56購23,上市
049755,富世達元大56購21,上市
049756,富世達元大56購22,上市
049757,汎銓元大56購02,上市
049758,來億元大56購07,上市
049759,兆聯元大59購01,上市
04975U,臺股指中信55售05,上市
049760,臺股指元大56購39,上市
049761,臺股指元大57購09,上市
049763,臺股指元大57購10,上市
049764,臺股指元大5A購09,上市
049765,台灣50群益56購03,上市
049766,川湖群益5B購01,上市
049767,台光電群益56購09,上市
049768,漢唐群益56購03,上市
049769,冠德群益56購01,上市
04976U,台灣50永豐55售02,上市
049770,華固群益57購01,上市
049771,裕民群益56購03,上市
049772,長榮太群益57購02,上市
049773,富邦金群益59購01,上市
049774,德律群益56購01,上市
049775,德律群益56購02,上市
049776,世芯群益56購21,上市
049777,達興群益56購02,上市
049778,瀚宇博群益57購01,上市
049779,旭隼群益56購01,上市
049780,AES群益56購07,上市
049781,富世達群益58購04,上市
049782,兆聯群益56購01,上市
049783,南電群益56購04,上市
049784,勤誠群益57購03,上市
049785,台灣50元富5C購02,上市
049786,中砂元富56購02,上市
049787,鴻海元富5C購02,上市
049788,國巨元富56購06,上市
049789,中航元富56購03,上市
049791,中砂國票57購02,上市
049792,台玻國票57購05,上市
049793,聯電國票56購02,上市
049794,聯電國票57購02,上市
049797,旺宏國票56購03,上市
049798,華固國票59購01,上市
049799,台新金國票56購02,上市
049800,台新金國票58購01,上市
049801,中信金國票57購02,上市
049802,大立光國票57購02,上市
049803,威強電國票56購01,上市
049804,德律國票57購03,上市
049805,牧德國票57購01,上市
049806,彩晶國票56購01,上市
049807,聯茂國票57購01,上市
049808,緯穎國票58購02,上市
049809,復盛國票56購01,上市
049810,洋基國票57購03,上市
049812,東陽國泰57購01,上市
049813,華碩國泰57購01,上市
049814,毅嘉國泰57購01,上市
049815,漢唐國泰57購03,上市
049816,聯發科國泰57購03,上市
049817,聯發科國泰57購04,上市
049818,華固國泰57購01,上市
049819,欣興國泰57購04,上市
049820,材料國泰57購01,上市
049821,瀚宇博國泰57購02,上市
049822,富世達國泰57購03,上市
049823,洋基兆豐58購01,上市
049824,台積電富邦56購06,上市
049825,金像電富邦57購03,上市
049826,聯發科富邦57購03,上市
049827,萬海富邦56購01,上市
049828,晟銘電富邦56購01,上市
049829,聯詠富邦56購01,上市
049830,力積電富邦5C購01,上市
